application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION-1,APPLICATION_CLASSIFICATION-2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_zipcode,BUSINESS_EMAIL,BUSINESS_PHONE,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ESTABLISHMENT_ADDRESS_2,establishment_state,latitude,longitude,APPROVED_SE_NUMBER,CCCLastUpdated
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,7/6/2020,COMPLETE,MR281525,Boston Bud Factory Inc.,Holyoke,1040,frank.dailey@bostonbudfactory.com,413-575-9879,73 Sargeant St,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.609660 42.198338),37 Commercial St,,Holyoke,MA,1040,83-0540049,MRN281525,Mon Apr 01 2019 21:34:30 GMT-0400 (Eastern Daylight Time),Fri Sep 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:15:03 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 01 2018 14:39:45 GMT-0400 (Eastern Daylight Time),Wed Apr 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 13:50:58 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),300,5000,1040,Holyoke,Hampden,42.12756,-72.571312,Western MA,N/A,MA,42.198338,-72.60966,SE304718,3/22/2024
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,9/27/2022,COMPLETE,MR281301,"JimBuddys Rec Shop, Inc.",Chicopee,1020,jim@jimbuddys.com,413-331-3913,1269 Memorial Drive,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.575481 42.19238),1269 Memorial Drive,,Chicopee,MA,1020,83-0904086,MRN281301,Wed Jun 09 2021 12:07:58 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,yes,SE303995,,,,,,,Not a DBE,,,Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 22 2018 19:28:21 GMT-0400 (Eastern Daylight Time),Wed Jun 23 2021 09:41:36 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:36:02 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jul 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,N/A,MA,42.19238,-72.575482,SE303995,3/22/2024
REOPENED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,IN PROCESS,IN PROCESS,,INCOMPLETE,MR285001,Maruti Wellness LLC,Attleboro,2703,Tejal722@gmail.com,240-472-5419,700 GREENDALE AVE,UNIT 11106,Needham,MA,2492,POINT (-71.102131 41.778329),,700 GREENDALE AVE,UNIT 11106,Needham,MA,2492,92-3517563,MRN285001,Wed Feb 21 2024 12:02:51 GMT-0500 (Eastern Standard Time),Fri Sep 08 2023 10:29:39 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Woman-Owned Business | Minority-Owned Business,,,,Wed Aug 02 2023 10:23:44 GMT-0400 (Eastern Daylight Time),,,,,1500,,2703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,,,,3/22/2024
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,8/31/2020,COMPLETE,MR282825,"BWell Holdings, Inc",Provincetown,2657,karen@bwell.life,617-283-9806,220 Commercial St,Unit 2,Provincetown,MA,2657,POINT (-70.301811 41.698999),POINT (-70.188790 42.0497780),336 Commercial St,Unit 5,Provincetown,MA,2657,83-4427456,MRN282825,Tue Feb 04 2020 14:17:46 GMT-0500 (Eastern Standard Time),Thu Jan 02 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:52:54 GMT-0400 (Eastern Daylight Time),,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Veteran-Owned Business | Woman-Owned Business",,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 01 2019 14:32:42 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:04:16 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,2657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,Unit 2,MA,42.049778,-70.188791,,3/22/2024
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,4/20/2021,COMPLETE,MR281450,"Hennep, Inc.",Provincetown,2657,akoudijs@hennep.com,914-483-9167,246 Commercial St.,,Provincetown,MA,2657,POINT (-70.301811 41.698999),POINT (-70.187934 42.0506200),1330 Boylston St.,Unit 202,Boston,MA,2215,83-0576823,MRN281450,Thu Dec 26 2019 12:42:46 GMT-0500 (Eastern Standard Time),Mon Aug 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 13 2020 19:19:34 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri May 18 2018 09:26:01 GMT-0400 (Eastern Daylight Time),Fri Feb 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:14:52 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,2657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,N/A,MA,42.05062,-70.187935,,3/22/2024
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP282058,Forest Wilde LLC,Lee,1238,artthebestinvestment@gmail.com,203-731-7548,75 Chestnut Street,,Lee,MA,1238,POINT (-73.209889 42.396128),POINT (-73.262462 42.3265150),75 Chestnut Street,,Lee,MA,1238,84-3709838,MPN282058,Tue Jul 13 2021 17:45:33 GMT-0400 (Eastern Daylight Time),Mon May 10 2021 13:08:43 GMT-0400 (Eastern Daylight Time),Mon Jul 25 2022 21:32:06 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Woman-Owned Business,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Mar 23 2021 17:18:44 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 09:04:29 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:09:05 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1238,Lee,Berkshire,42.396128,-73.209889,Western MA,N/A,MA,42.326515,-73.262463,,3/22/2024
APPROVED,Marijuana Cultivator,Expedited Review - Two or More,Expedited,Two or More,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283761,Cloud 9 Cultivation LLC,Orange,1364,cloud9cultivation20@gmail.com,857-212-6238,68 Carlisle Street,,Quincy,MA,2171,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),68 Carlisle Street,,Quincy,MA,2171,85-2832131,MCN283761,Thu Sep 01 2022 10:36:05 GMT-0400 (Eastern Daylight Time),Mon Aug 15 2022 11:27:10 GMT-0400 (Eastern Daylight Time),,,yes,SE306037,,,,,,,Minority-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Wed Jul 13 2022 10:08:30 GMT-0400 (Eastern Daylight Time),Fri Oct 07 2022 11:16:49 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 14:39:28 GMT-0500 (Eastern Standard Time),,,,,1364,Orange,Franklin,42.587072,-72.573941,Western MA,Lot 6E,MA,42.59721,-72.3032,SE306037,3/22/2024
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284253,"Lemonnade Springfield, LLC",Springfield,1105,anna@cookiesre.com,714-448-3649,595 Main Street,,Springfield,MA,1105,POINT (-72.571312 42.12756),POINT (-72.580787 42.0942420),4675 MacArthur Court Floor 15,,Newport Beach,CA,92660,86-3974146,MRN284253,Thu Feb 03 2022 09:58:10 GMT-0500 (Eastern Standard Time),Mon Jun 21 2021 13:25:08 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 15:22:05 GMT-0400 (Eastern Daylight Time),TRUE,yes,EE202373,,,EE202373,,,,Not a DBE,,,,Wed May 19 2021 12:43:53 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:56:15 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:07:25 GMT-0400 (Eastern Daylight Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 03 2025 04:00:00 GMT-0400 (Eastern Daylight Time),,5000,1105,Springfield,Hampden,42.12756,-72.571312,Western MA,N/A,MA,42.094242,-72.580787,,3/22/2024
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,12/23/2022,COMPLETE,MR283204,"New Leaf Enterprises, Inc.",Fall River,2721,peterf1026@gmail.com,508-837-5466,360 Second Street,,Fall River,MA,2721,POINT (-71.102131 41.778329),POINT (-71.184146 41.6736610),360 Second Street,,Fall River,MA,2721,84-3956316,MRN283204,Mon Feb 03 2020 15:37:29 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 26 2019 17:10:07 GMT-0500 (Eastern Standard Time),Tue May 26 2020 14:00:17 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:24:33 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),,5000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,N/A,MA,41.673661,-71.184147,SE304200,3/22/2024
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,10/3/2023,COMPLETE,MR281787,"Holistic Industries, Inc.",Somerville,2143,david.cohen@holisticindustries.com,917-757-9408,304 Somerville Avenue,,Somerville,MA,2143,POINT (-71.275566 42.459085),POINT (-71.097522 42.3800400),1900 West Park Drive,Suite 280,Westborough,MA,1581,47-5374980,MRN281787,Fri Jan 20 2023 14:49:42 GMT-0500 (Eastern Standard Time),Fri Aug 05 2022 15:48:14 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 15:44:55 GMT-0400 (Eastern Daylight Time),TRUE,no,,,,,APPROVED,RP201840,RP201840,Not a DBE,,,Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 07 2018 14:12:46 GMT-0400 (Eastern Daylight Time),Fri Jan 27 2023 15:39:57 GMT-0500 (Eastern Standard Time),Thu May 11 2023 14:27:08 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2143,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,N/A,MA,42.38004,-71.097523,,3/22/2024
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,4/19/2022,COMPLETE,MP281687,MassMedicum Corp.,Holbrook,2343,drj@massmedicum.com,781-799-6629,1 Mear Road,,Holbrook,MA,2343,POINT (-71.15444 42.199156),POINT (-71.025537 42.1519759),1 Mear Road,,Holbrook,MA,2343,46-3326624,MPN281687,Mon Dec 23 2019 17:49:49 GMT-0500 (Eastern Standard Time),Tue Dec 03 2019 00:00:00 GMT-0500 (Eastern Standard Time),,TRUE,,,,,,APPROVED,RP201935,RP201935,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 03 2019 09:27:36 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:23:56 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2343,Holbrook,Norfolk,42.199156,-71.15444,Southeast and Cape,N/A,MA,42.151976,-71.025538,,3/22/2024
