application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION-1,APPLICATION_CLASSIFICATION-2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_zipcode,BUSINESS_EMAIL,BUSINESS_PHONE,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ESTABLISHMENT_ADDRESS_2,establishment_state,latitude,longitude,APPROVED_SE_NUMBER,CCCLastUpdated
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281941,Peak Limited LLC,Georgetown,1833,matt@peak-limited.com,978-764-3455,114 Jewett Street,,Georgetown,MA,1833,POINT (-70.970827 42.635475),POINT (-70.951660 42.7347579),114 Jewett Street,,Georgetown,MA,1833,83-0878262,MCN281941,Sun Mar 01 2020 11:00:55 GMT-0500 (Eastern Standard Time),Thu Oct 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 21 2020 17:05:37 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Mon Jan 21 2019 22:03:34 GMT-0500 (Eastern Standard Time),Thu Feb 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 15:00:56 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),400,2500,1833,Georgetown,Essex,42.635475,-70.970827,Northeast,N/A,MA,42.734758,-70.95166,,3/22/2024
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284213,"Sugarloaf Maynard, LLC",Maynard,1754,Irenehicks26@gmail.com,617-312-2239,25 Nason Street,,Maynard,MA,1754,POINT (-71.275566 42.459085),POINT (-71.453181 42.4327469),16 Holden Road,,Belmont,MA,2478,86-2146564,MRN284213,Sun Jan 15 2023 13:49:27 GMT-0500 (Eastern Standard Time),Wed Mar 30 2022 14:52:04 GMT-0400 (Eastern Daylight Time),Sat May 06 2023 10:26:44 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,,Mon Apr 12 2021 14:54:40 GMT-0400 (Eastern Daylight Time),Fri Jan 27 2023 16:11:02 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:16:46 GMT-0400 (Eastern Daylight Time),Sat May 06 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1754,Maynard,Middlesex,42.459085,-71.275566,Central MA,N/A,MA,42.432747,-71.453181,,3/22/2024
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,6/29/2020,COMPLETE,MR282033,"Temescal Wellness of Massachusetts, LLC",Framingham,1701,julia@temescalwellness.com,207-408-1748,665 Cochituate Road,Suite 1B,Worcester,MA,1701,POINT (-71.275566 42.459085),POINT (-71.385261 42.3071770),665 Cochituate Rd,Second Floor,Framingham,MA,1701,83-2756477,MRN282033,Mon Nov 18 2019 11:15:50 GMT-0500 (Eastern Standard Time),Wed Jun 12 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 20:22:03 GMT-0500 (Eastern Standard Time),TRUE,,,,,,APPROVED,RP201850,RPA201850,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 08 2018 09:33:34 GMT-0500 (Eastern Standard Time),Mon Oct 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:30:15 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 12 2025 03:00:00 GMT-0500 (Eastern Standard Time),300,10000,1701,Framingham,Middlesex,42.459085,-71.275566,Central MA,Suite 1B,MA,42.307177,-71.385262,,3/22/2024
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,8/30/2022,COMPLETE,MP281622,NEO Manufacturing MA LLC,Medway,2053,jlewis@Neoalts.com,415-519-1063,365 Boston Post RD #184,,Sudbury,MA,1776,POINT (-71.15444 42.199156),POINT (-71.397058 42.1586890),365 Boston Post RD #184,,Sudbury,MA,1776,83-0605807,MPN281622,Tue Mar 31 2020 12:14:52 GMT-0400 (Eastern Daylight Time),Thu Oct 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:22:02 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 20 2019 06:48:44 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:13:37 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,2053,Medway,Norfolk,42.199156,-71.15444,Central MA,N/A,MA,42.158689,-71.397059,,3/22/2024
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,3/29/2019,COMPLETE,MC281590,"Berkshire Roots, Inc.",Pittsfield,1201,khospot@ko-resources.com,413-553-9333,501 Dalton Avenue,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.212294 42.4655780),501 Dalton Avenue,,Pittsfield,MA,1201,81-5430971,MCN281590,Thu Aug 30 2018 15:58:15 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 30 2018 11:37:39 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201903,RP201903,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Feb 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu Jul 05 2018 15:06:22 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 04 2018 15:18:16 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 29 2025 04:00:00 GMT-0400 (Eastern Daylight Time),400,2500,1201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,N/A,MA,42.465578,-73.212294,,3/22/2024
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,6/29/2020,COMPLETE,MR281845,BERKSHIRE ROOTS INC.,Boston,2128,Khospot@ko-resources.com,413-553-9333,501 DALTON AVE,,PITTSFIELD,MA,1201,POINT (-71.073493 42.334948),POINT (-71.038891 42.3760970),501 DALTON AVE,,PITTSFIELD,MA,1201,81-5430971,MRN281845,Fri May 10 2019 15:37:17 GMT-0400 (Eastern Daylight Time),Tue Apr 23 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 16:12:33 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201903,RP201903,Not a DBE,,,Thu Jun 04 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 29 2018 15:21:10 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2019 11:39:36 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,2128,Boston,Suffolk,42.334948,-71.073493,Metro Boston,N/A,MA,42.376097,-71.038891,,3/22/2024
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103569,Pure Oasis LLC,N/A,N/A,kobie@mypureoasis.com,617-792-5644,430 Blue Hill Ave,,Boston,MA,2121,,,398 Columbus Ave,Suite 148,Boston,MA,2116,82-5029450,PDOA103569,Mon Feb 14 2022 14:48:44 GMT-0500 (Eastern Standard Time),Thu Feb 10 2022 12:17:18 GMT-0500 (Eastern Standard Time),,TRUE,,EE201868,APPROVED,EE201868,,,,,Not a DBE,,,,Mon Nov 08 2021 14:15:47 GMT-0500 (Eastern Standard Time),Fri Feb 25 2022 14:41:47 GMT-0500 (Eastern Standard Time),Fri Feb 25 2022 14:41:56 GMT-0500 (Eastern Standard Time),Fri Feb 25 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 25 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,MA,,,,3/22/2024
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5913,"New Growth, LLC",N/A,N/A,therealnewgrowth@gmail.com,508-642-5056,111 South Main Street,,Randolph,MA,2368,,,111 South Main Street,,Randolph,MA,2368,85-2488311,PMDA5913,Thu Dec 14 2023 13:29:30 GMT-0500 (Eastern Standard Time),Tue Oct 24 2023 15:10:52 GMT-0400 (Eastern Daylight Time),,,,SE303700,,,,,,,Not a DBE,,,,Tue Aug 24 2021 21:19:45 GMT-0400 (Eastern Daylight Time),Tue Jan 16 2024 08:56:15 GMT-0500 (Eastern Standard Time),Thu Jan 18 2024 08:59:20 GMT-0500 (Eastern Standard Time),Thu Jan 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 18 2026 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,MA,,,SE303700,3/22/2024
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,10/3/2023,COMPLETE,MR281374,"KG Collective Brockton, LLC",Brockton,2302,mike@kushgroove.com,617-866-3466,1536 Tremont Street,,Boston,MA,2120,POINT (-70.818958 41.978877),POINT (-70.981832 42.080734),1536 Tremont Street,,Boston,MA,2120,84-2651712,MRN281374,Thu Aug 05 2021 21:14:32 GMT-0400 (Eastern Daylight Time),Tue Dec 31 2019 00:00:00 GMT-0500 (Eastern Standard Time),,TRUE,yes,EE201965,APPROVED,EE201965,EE201965,,,,Not a DBE,,,Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 02 2018 22:52:36 GMT-0400 (Eastern Daylight Time),Tue Aug 17 2021 13:47:28 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:10:36 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),,5000,2302,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,N/A,MA,42.080734,-70.981833,,3/22/2024
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283727,"Projekt Flower, LLC",Worcester,1603,ianc9013@yahoo.com,603-540-2132,13 Hope Ave,,Worcester,MA,1603,POINT (-71.840209 42.329642),POINT (-71.820297 42.2313010),12 Cardinal Circle,,Derry,NH,3038,86-2531055,MCN283727,Wed Nov 30 2022 09:39:27 GMT-0500 (Eastern Standard Time),Tue Apr 26 2022 16:06:51 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Minority-Owned Business,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,Thu Apr 14 2022 14:42:31 GMT-0400 (Eastern Daylight Time),Fri Dec 09 2022 10:36:41 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:25:19 GMT-0500 (Eastern Standard Time),Wed May 03 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),2000,20000,1603,Worcester,Worcester,42.329642,-71.840209,Central MA,N/A,MA,42.231301,-71.820298,,3/22/2024
APPROVED,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5864,"The Blue Jay Botanicals, Inc.",N/A,N/A,ivelise.rivera@verizon.net,857-212-1021,198 Tremont Street,Suite 228,Boston,MA,2116,,,198 Tremont Street,Suite 228,Boston,MA,2116,83-2811584,PMDA5864,Tue Jun 29 2021 14:45:34 GMT-0400 (Eastern Daylight Time),Tue Jun 29 2021 11:13:57 GMT-0400 (Eastern Daylight Time),,TRUE,,EE202121,APPROVED,EE202121,,,,,Minority-Owned Business | Woman-Owned Business | Not a DBE,,,,Mon Jun 07 2021 13:55:12 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:53:35 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:53:43 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE303833,3/22/2024
