application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION-1,APPLICATION_CLASSIFICATION-2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_zipcode,BUSINESS_EMAIL,BUSINESS_PHONE,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ESTABLISHMENT_ADDRESS_2,establishment_state,latitude,longitude,APPROVED_SE_NUMBER,CCCLastUpdated
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1306,"Pineapple Express, LLC",Ware,1082,pineapplexma@gmail.com,413-478-7878,64 Elm Circle,,West Springfield,MA,1089,POINT (-72.62073 42.322256),,64 Elm Circle,,West Springfield,MA,1089,87-4280465,MDA1306,Wed Aug 17 2022 11:19:17 GMT-0400 (Eastern Daylight Time),Mon Aug 15 2022 10:54:50 GMT-0400 (Eastern Daylight Time),,,,SE306067,,,,,,,Not a DBE,,,,Sat Mar 26 2022 11:24:12 GMT-0400 (Eastern Daylight Time),Fri Aug 19 2022 09:36:23 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:14:50 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,1082,Ware,Hampshire,42.322256,-72.62073,Western MA,,MA,,,SE306067,3/22/2024
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,6/28/2022,COMPLETE,MR283946,"Sira Naturals, Inc.",Boston,2116,AOdian@siranaturals.org,617-833-2077,300 Trade Center Drive,Suite 7700,Woburn,MA,1801,POINT (-71.073493 42.334948),POINT (-71.082565 42.3489870),300 Trade Center Drive,Suite 7700,Woburn,MA,1801,46-5147723,MRN283946,Thu Apr 08 2021 17:28:15 GMT-0400 (Eastern Daylight Time),Fri Mar 26 2021 09:14:22 GMT-0400 (Eastern Daylight Time),,TRUE,no,,,,,APPROVED,RP201855,,Not a DBE,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 03 2020 15:09:51 GMT-0500 (Eastern Standard Time),Thu Apr 15 2021 13:44:33 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:12:56 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2116,Boston,Suffolk,42.334948,-71.073493,Metro Boston,N/A,MA,42.348987,-71.082565,,3/22/2024
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5980,High Honors LLC,N/A,N/A,ruanjoanne@gmail.com,617-686-0896,75 Kathleen Road,,South Weymouth,MA,2190,,,75 Kathleen Road,,South Weymouth,MA,2190,87-3778256,PMDA5980,Mon Jun 20 2022 00:42:57 GMT-0400 (Eastern Daylight Time),Fri Jan 07 2022 09:32:13 GMT-0500 (Eastern Standard Time),,,,SE305422,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Dec 29 2021 12:33:05 GMT-0500 (Eastern Standard Time),Mon Jun 27 2022 10:13:19 GMT-0400 (Eastern Daylight Time),Mon Jun 27 2022 10:13:31 GMT-0400 (Eastern Daylight Time),Mon Jun 27 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE305422,3/22/2024
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283074,"Silver Therapeutics, Inc.",Boston,2121,josh@agtherapeutics.com,518-570-9067,82 Wendell Ave,Suite 100,Pittsfield,MA,1201,POINT (-71.073493 42.334948),POINT (-71.114193 42.2831800),89 Court Street,,Saratoga Springs,NY,12866,82-1894711,MRN283074,Tue May 05 2020 12:08:33 GMT-0400 (Eastern Daylight Time),Fri Mar 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Oct 09 2020 12:42:06 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201854,RPA201854,Not a DBE,,,,Wed Oct 23 2019 13:01:12 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 09:48:41 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:46:31 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2121,Boston,Suffolk,42.334948,-71.073493,Metro Boston,N/A,MA,42.28318,-71.114194,,3/22/2024
APPROVED,Marijuana Microbusiness,Expedited Review - Two or More,Expedited,Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MB282362,876 Grow Inc,Holyoke,1040,danetonblake@gmail.com,413-433-5247,360 Race Street,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.608400 42.1995879),80 Quincy Street,,Springfield,MA,1109,87-1151646,MBN282362,Tue Dec 21 2021 13:51:44 GMT-0500 (Eastern Standard Time),Wed Dec 01 2021 16:07:40 GMT-0500 (Eastern Standard Time),Thu May 12 2022 09:44:57 GMT-0400 (Eastern Daylight Time),,yes,SE305709,,,,,,,Not a DBE,,,,Wed Nov 17 2021 15:07:25 GMT-0500 (Eastern Standard Time),Thu Dec 23 2021 13:37:50 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:58:05 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,312.5,1040,Holyoke,Hampden,42.12756,-72.571312,Western MA,N/A,MA,42.199588,-72.6084,SE305709,3/22/2024
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281446,"Cape Cod Grow Lab, LLC",Brewster,2631,art@aabuildingremodeling.com,508-348-0065,1399 Freemans Way,,Brewster,MA,2631,POINT (-70.301811 41.698999),POINT (-70.006208 41.7364370),1399 Freemans Way,,Brewster,MA,2631,82-5232605,MPN281446,Fri Oct 26 2018 11:49:06 GMT-0400 (Eastern Daylight Time),Wed Oct 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 25 2019 12:39:49 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Veteran-Owned Business,,,,Wed Jul 25 2018 13:45:30 GMT-0400 (Eastern Daylight Time),Tue Nov 27 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2019 16:06:14 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,2631,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,N/A,MA,41.736437,-70.006209,,3/22/2024
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Two or More,Expedited,Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5914,Flower Xpress,N/A,N/A,dru@flowerxpressboston.com,617-777-4492,63 Pond Street,Apt 9,Sharon,MA,2067,,,63 Pond Street,Apt 9,Sharon,MA,2067,87-3602533,PMDA5914,Thu Jan 12 2023 09:54:34 GMT-0500 (Eastern Standard Time),Wed May 11 2022 10:10:29 GMT-0400 (Eastern Daylight Time),,,,SE305504,,,,,,,Not a DBE,,,,Fri Aug 27 2021 14:27:29 GMT-0400 (Eastern Daylight Time),Fri Jan 27 2023 10:04:57 GMT-0500 (Eastern Standard Time),Wed Oct 04 2023 10:06:29 GMT-0400 (Eastern Daylight Time),Wed Oct 04 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 04 2025 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE305504,3/22/2024
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,8/29/2019,COMPLETE,MR281344,"Alternative Therapies Group, Inc.",Salisbury,1952,chris@atgma.org,617-549-8575,"24R Pleasant St, Unit 2",,Newburyport,MA,1950,POINT (-70.970827 42.635475),POINT (-70.879137 42.843722),"24R Pleasant St, Unit 2",,Newburyport,MA,1950,46-2086314,MRN281344,Thu Aug 30 2018 10:34:12 GMT-0400 (Eastern Daylight Time),Tue Aug 28 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 18:24:06 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201825,RPA201825,Not a DBE,,,Wed Jul 17 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 27 2018 15:03:19 GMT-0400 (Eastern Daylight Time),Thu Aug 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 16:00:06 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,1952,Salisbury,Essex,42.635475,-70.970827,Northeast,N/A,MA,42.843722,-70.879138,,3/22/2024
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5791,SEED5,N/A,N/A,joelgonzalez622@gmail.com,617-372-0364,1602 Blue Hill Ave.,#261034,BOSTON,MA,2126,,,4 FAWN CIR.,,RANDOLPH,MA,2368,85-2975793,PMDA5791,Wed Aug 04 2021 17:44:14 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 12:14:06 GMT-0400 (Eastern Daylight Time),,,,SE304989,,,,,,,Disability-Owned Business | Minority-Owned Business,,,,Thu May 27 2021 21:28:32 GMT-0400 (Eastern Daylight Time),Fri Aug 27 2021 11:32:46 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 11:33:05 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 30 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE304989,3/22/2024
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/3/2021,COMPLETE,MR281885,Spencer House LLC,Becket,1223,chefheathera@gmail.com,413-212-2325,3235 Main Street,,Becket,MA,1223,POINT (-73.209889 42.396128),POINT (-73.083654 42.3275259),215 JOHNSON HILL RD,,Washington,MA,1223,32-2570314,MRN281885,Thu Jan 16 2020 14:38:32 GMT-0500 (Eastern Standard Time),Wed Aug 14 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 21 2020 11:52:36 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Woman-Owned Business,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 13 2018 14:05:16 GMT-0400 (Eastern Daylight Time),Thu Mar 12 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 15:02:33 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jan 13 2023 03:00:00 GMT-0500 (Eastern Standard Time),300,10000,1223,Becket,Berkshire,42.396128,-73.209889,Western MA,N/A,MA,42.327526,-73.083655,,3/22/2024
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282126,"Turning Leaf Centers Otis, LLC",Otis,2153,sajkhan@prodigy.net,732-406-1000,1570 north main road,,Otis,MA,2153,POINT (-71.275566 42.459085),POINT (-73.109745 42.2328260),PO Box 1328,,East Otis,MA,1029,83-4630336,MRN282126,Sun May 31 2020 20:30:26 GMT-0400 (Eastern Daylight Time),Tue Feb 18 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,,Tue Dec 04 2018 18:06:37 GMT-0500 (Eastern Standard Time),Fri Jun 12 2020 07:46:33 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:47:57 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 18 2022 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,2153,Medford,Middlesex,42.459085,-71.275566,Northeast,N/A,MA,42.232826,-73.109745,,3/22/2024
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283992,Main Street Medicinals LLC,Tisbury,2568,noah@mainstreetcanna.com,617-894-1857,82 Wendell Avenue,Suite 100,Pittsfield,MA,1201,POINT (-70.612681 41.414842),POINT (-70.612977 41.4466979),82 Wendell Avenue,Suite 100,Pittsfield,MA,1201,84-3743268,MRN283992,Thu Mar 25 2021 15:24:36 GMT-0400 (Eastern Daylight Time),Wed Feb 24 2021 09:29:17 GMT-0500 (Eastern Standard Time),Mon Aug 09 2021 11:30:31 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,,Thu Dec 24 2020 11:50:31 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 10:08:12 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 12:29:48 GMT-0400 (Eastern Daylight Time),Mon Aug 09 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2568,Vineyard Haven,Dukes,41.414842,-70.612681,,N/A,MA,41.446698,-70.612978,,3/22/2024
APPROVED,Marijuana Courier,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,6/29/2021,COMPLETE,DO100109,We Can Deliver Boston LLC,Athol,1331,Gabe@wecandeliverboston.com,508-315-7240,44 Stellman Rd,,Roslindale,MA,2131,POINT (-71.840209 42.329642),,30 Ridgecrest Dr,E,West Roxbury,MA,2132,85-1142638,DOA100109,Fri Oct 30 2020 16:21:59 GMT-0400 (Eastern Daylight Time),Fri Aug 28 2020 12:24:17 GMT-0400 (Eastern Daylight Time),Thu Jan 21 2021 11:01:41 GMT-0500 (Eastern Standard Time),,,,,,,,,,Minority-Owned Business,,,Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 11 2020 10:47:48 GMT-0400 (Eastern Daylight Time),Wed Sep 02 2020 08:53:10 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:28:30 GMT-0500 (Eastern Standard Time),Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),,5000,1331,Athol,Worcester,42.329642,-71.840209,Western MA,,MA,,,SE303651,3/22/2024
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MR283689,JWTC Wick LLC,Rowley,1969,billduggan7@gmail.com,978-879-7840,264 Newburyport Turnpike,,Rowley,MA,1969,POINT (-70.970827 42.635475),POINT (-70.908229 42.711033),11 Upper Beacon Street,,Maynard,MA,1754,85-1201109,MRN283689,Mon Feb 15 2021 09:33:57 GMT-0500 (Eastern Standard Time),Thu Dec 10 2020 14:39:01 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Veteran-Owned Business,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 22 2020 17:18:19 GMT-0400 (Eastern Daylight Time),Thu Jan 28 2021 13:40:59 GMT-0500 (Eastern Standard Time),Thu May 13 2021 12:28:18 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1969,Rowley,Essex,42.635475,-70.970827,Northeast,N/A,MA,42.711033,-70.908229,,3/22/2024
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5910,"Canndle Massachusetts, LLC",N/A,N/A,dave@cannectwellness.com,773-255-3375,935 Great Plain Ave,#102,Needham,MA,2492,,,935 Great Plain Ave,#102,Needham,MA,2492,87-2209460,PMDA5910,Mon Sep 13 2021 16:09:07 GMT-0400 (Eastern Daylight Time),Mon Sep 13 2021 15:36:55 GMT-0400 (Eastern Daylight Time),,,,SE305169,,,,,,,Not a DBE,,,,Mon Aug 16 2021 11:21:29 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 10:29:33 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 10:29:41 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE305169,3/22/2024
APPROVED,Independent Testing Laboratory,Expedited Review - License Type,Expedited,License Type,COMMENCE OPS,COMMENCE OPS,3/21/2022,COMPLETE,IL281290,Massbiolytics Corp,Dracut,1826,csockol@massbiolytics.com,978-655-1005,"20 Commercial Drive, Ste  2001",,Dracut,MA,1826,POINT (-71.275566 42.459085),POINT (-71.250033 42.7033119),"20 Commercial Drive, Ste  2001",,Dracut,MA,1826,83-2161995,ILN281290,Fri Mar 27 2020 11:27:45 GMT-0400 (Eastern Daylight Time),Mon Jan 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jul 03 2018 14:52:10 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:31:52 GMT-0400 (Eastern Daylight Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 10 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1826,Dracut,Middlesex,42.459085,-71.275566,Northeast,N/A,MA,42.703312,-71.250033,,3/22/2024
APPROVED,Marijuana Cultivator,Expedited Review - Two or More,Expedited,Two or More,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MC282987,Green Patriot LLC,Hinsdale,1235,jodiem1955@gmail.com,508-397-0217,110 Bullards Crossing,,Hinsdale,MA,1235,POINT (-73.209889 42.396128),POINT (-73.120941 42.3934390),53 Town Farm Road,,Ipswich,MA,1938,84-3885917,MCN282987,Tue Nov 02 2021 16:12:57 GMT-0400 (Eastern Daylight Time),Fri Sep 10 2021 10:49:13 GMT-0400 (Eastern Daylight Time),Thu Feb 24 2022 10:13:20 GMT-0500 (Eastern Standard Time),,no,,,,,,,,Not a DBE,Outdoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 10 2020 13:59:50 GMT-0400 (Eastern Daylight Time),Mon Nov 15 2021 15:32:54 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 15:36:56 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),200,1250,1235,Hinsdale,Berkshire,42.396128,-73.209889,Western MA,N/A,MA,42.393439,-73.120941,,3/22/2024
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5809,Mononc Labs LLC,N/A,N/A,mononclabsllc@gmail.com,774-274-6483,567 Pleasant St STE 8,,Brockton,MA,2301,,,567 Pleasant St STE 8,,Brockton,MA,2301,85-0948271,PMDA5809,Sat Jul 10 2021 15:43:47 GMT-0400 (Eastern Daylight Time),Fri Jul 09 2021 11:40:35 GMT-0400 (Eastern Daylight Time),,,,SE303897,,,,,,,Not a DBE,,,,Fri May 28 2021 11:02:36 GMT-0400 (Eastern Daylight Time),,Mon Jul 26 2021 10:56:31 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 26 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE303897,3/22/2024
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282161,Green Origin Farm LLC,Petersham,1366,greenoriginfarm@gmail.com,774-329-0410,93 Glasheen Rd.,,Petersham,MA,1366,POINT (-71.840209 42.329642),POINT (-72.133543 42.4990829),93 Glasheen Rd,,Petersham,MA,1366,87-2022896,MPN282161,Tue Jun 07 2022 07:53:24 GMT-0400 (Eastern Daylight Time),Wed Mar 23 2022 10:05:49 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Woman-Owned Business,,,,Wed Dec 22 2021 21:10:30 GMT-0500 (Eastern Standard Time),Fri Jun 10 2022 09:53:21 GMT-0400 (Eastern Daylight Time),Fri Sep 16 2022 13:56:11 GMT-0400 (Eastern Daylight Time),,,1500,,1366,Petersham,Worcester,42.329642,-71.840209,Western MA,N/A,MA,42.499083,-72.133543,,3/22/2024
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,11/22/2021,COMPLETE,MC282690,Cannatech Medicinals Inc.,Fall River,2722,Andy.Plante@ianthuscapital.com,508-356-6600,33 Union Street,Suite 2,Boston,MA,2108,POINT (-71.102131 41.778329),POINT (-71.099637 41.7617210),33 Union Street,Suite 2,Boston,MA,2108,47-5025145,MCN282690,Thu Jul 02 2020 15:13:06 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 12:50:22 GMT-0400 (Eastern Daylight Time),Wed Jan 27 2021 09:43:11 GMT-0500 (Eastern Standard Time),TRUE,no,,,,,APPROVED,RP201858,RP201858,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Mar 15 2020 20:50:16 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 13:31:15 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:33:26 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 12 2025 03:00:00 GMT-0500 (Eastern Standard Time),400,2500,2722,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,FKA Lot 183,MA,41.761721,-71.099637,,3/22/2024
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282703,"DMA HOLDINGS (MA), LLC",Dudley,1571,nick@lakeshorelegalsolutions.com,508-943-7800,35 Chase Avenue,,Dudley,MA,1571,POINT (-71.840209 42.329642),POINT (-71.888422 42.0413339),703 Beacon Park,,Webster,MA,1570,84-2453548,MCN282703,Thu Jul 30 2020 14:42:27 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:18:23 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,Sun Mar 22 2020 19:42:12 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 11:13:06 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:58:55 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 12 2025 03:00:00 GMT-0500 (Eastern Standard Time),2000,35000,1571,Dudley,Worcester,42.329642,-71.840209,Central MA,N/A,MA,42.041334,-71.888422,,3/22/2024
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,1/7/2019,COMPLETE,MP281306,"New England Treatment Access, LLC.",Franklin,2038,amanda@netacare.org,617-285-4461,5 Forge Parkway,,Franklin,MA,2038,POINT (-71.15444 42.199156),POINT (-71.437162 42.0869220),5 Forge Parkway,,Franklin,MA,2038,38-4055241,MPN281306,Mon Jul 09 2018 09:10:04 GMT-0400 (Eastern Daylight Time),Wed May 16 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 18:10:40 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201822,RPA201822,Not a DBE,,,Thu Nov 01 2018 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 18 2018 22:01:07 GMT-0400 (Eastern Daylight Time),Mon Jul 09 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 16:15:19 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,2038,Franklin,Norfolk,42.199156,-71.15444,Central MA,N/A,MA,42.086922,-71.437163,,3/22/2024
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281779,"Silver Therapeutics, Inc.",Boston,2121,josh@agtherapeutics.com,518-570-9067,82 Wendell Ave,Suite 100,Pittsfield,MA,1201,POINT (-71.073493 42.334948),POINT (-71.114193 42.2831800),89 Court Street,,Saratoga Springs,NY,12866,82-1894711,MPN281779,Tue May 05 2020 12:05:52 GMT-0400 (Eastern Daylight Time),Fri Mar 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Oct 09 2020 12:39:33 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201854,RPA201854,Not a DBE,,,,Wed Oct 23 2019 19:05:03 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 09:49:13 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:45:17 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2121,Boston,Suffolk,42.334948,-71.073493,Metro Boston,N/A,MA,42.28318,-71.114194,,3/22/2024
